insider,title,transaction_date,filing_date,shares,price,value_usd,acquired_disposed,transaction_code,shares_owned_after,is_10b5_1,is_director,is_officer,accession,source_path
SIEBEL THOMAS M,CEO and Chairman of the Board,2026-07-15,2026-07-16,64975,2.04,132549.0,A,M,787337,True,True,True,0001577526-26-000085,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000085/0001577526-26-000085.txt
SIEBEL THOMAS M,CEO and Chairman of the Board,2026-07-15,2026-07-16,64975,9.31,604917.25,D,S,722362,True,True,True,0001577526-26-000085,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000085/0001577526-26-000085.txt
SIEBEL THOMAS M,CEO and Chairman of the Board,2026-07-15,2026-07-16,133490,3.9,520611.0,A,M,855852,True,True,True,0001577526-26-000085,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000085/0001577526-26-000085.txt
SIEBEL THOMAS M,CEO and Chairman of the Board,2026-07-15,2026-07-16,133490,9.32,1244126.8,D,S,722362,True,True,True,0001577526-26-000085,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000085/0001577526-26-000085.txt
Hyten John E.,,2026-07-15,2026-07-16,2500,9.14,22850.0,D,D,69214,False,True,False,0001577526-26-000087,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000087/0001577526-26-000087.txt
SIEBEL THOMAS M,CEO and Chairman of the Board,2026-07-14,2026-07-16,264100,2.04,538764.0,A,M,986462,True,True,True,0001577526-26-000085,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000085/0001577526-26-000085.txt
SIEBEL THOMAS M,CEO and Chairman of the Board,2026-07-14,2026-07-16,264100,9.07,2395387.0,D,S,722362,True,True,True,0001577526-26-000085,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000085/0001577526-26-000085.txt
Ehikian Stephen Bradley,Chief Executive Officer,2026-07-02,2026-07-02,44378,0.0,0.0,D,G,606752,False,False,True,0001577526-26-000083,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000083/0001577526-26-000083.txt
Ehikian Stephen Bradley,Chief Executive Officer,2026-07-02,2026-07-02,44378,0.0,0.0,A,G,274182,False,False,True,0001577526-26-000083,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000083/0001577526-26-000083.txt
Ehikian Stephen Bradley,Chief Executive Officer,2026-07-01,2026-07-02,50542,9.45,477621.9,D,S,651130,False,False,True,0001577526-26-000083,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000083/0001577526-26-000083.txt
Lath Hitesh,CHIEF FINANCIAL OFFICER,2026-06-30,2026-07-01,27304,8.77,239456.08,D,S,404421,True,False,True,0001577526-26-000081,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000081/0001577526-26-000081.txt
Lath Hitesh,CHIEF FINANCIAL OFFICER,2026-06-30,2026-07-01,21315,8.77,186932.55,D,S,383106,True,False,True,0001577526-26-000081,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000081/0001577526-26-000081.txt
Ehikian Stephen Bradley,Chief Executive Officer,2026-06-30,2026-07-02,27503,0.0,0.0,A,A,701672,False,False,True,0001577526-26-000083,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000083/0001577526-26-000083.txt
Lath Hitesh,CHIEF FINANCIAL OFFICER,2026-06-29,2026-07-01,150000,0.0,0.0,A,A,383106,True,False,True,0001577526-26-000081,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000081/0001577526-26-000081.txt
Lath Hitesh,CHIEF FINANCIAL OFFICER,2026-06-29,2026-07-01,48619,0.0,0.0,A,A,431725,True,False,True,0001577526-26-000081,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000081/0001577526-26-000081.txt
Lath Hitesh,CHIEF FINANCIAL OFFICER,2026-06-16,2026-06-17,34210,10.95,374599.5,D,S,233106,False,False,True,0001577526-26-000067,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000067/0001577526-26-000067.txt
SIEBEL THOMAS M,CEO and Chairman of the Board,2026-06-15,2026-06-15,21197,0.0,0.0,D,G,722362,True,True,True,0001577526-26-000060,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000060/0001577526-26-000060.txt
SIEBEL THOMAS M,CEO and Chairman of the Board,2026-06-15,2026-06-15,21197,0.0,0.0,A,G,6923353,True,True,True,0001577526-26-000060,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000060/0001577526-26-000060.txt
SIEBEL THOMAS M,CEO and Chairman of the Board,2026-06-15,2026-06-15,472005,2.04,962890.2,A,M,1194367,True,True,True,0001577526-26-000060,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000060/0001577526-26-000060.txt
SIEBEL THOMAS M,CEO and Chairman of the Board,2026-06-15,2026-06-15,472005,11.11,5243975.55,D,S,722362,True,True,True,0001577526-26-000060,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000060/0001577526-26-000060.txt
Lath Hitesh,CHIEF FINANCIAL OFFICER,2026-06-15,2026-06-17,8008,0.0,0.0,A,M,246316,False,False,True,0001577526-26-000067,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000067/0001577526-26-000067.txt
Lath Hitesh,CHIEF FINANCIAL OFFICER,2026-06-15,2026-06-17,1000,0.0,0.0,A,M,247316,False,False,True,0001577526-26-000067,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000067/0001577526-26-000067.txt
Lath Hitesh,CHIEF FINANCIAL OFFICER,2026-06-15,2026-06-17,20000,0.0,0.0,A,M,267316,False,False,True,0001577526-26-000067,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000067/0001577526-26-000067.txt
Hyten John E.,,2026-06-15,2026-06-17,2500,11.03,27575.0,D,D,71714,False,True,False,0001577526-26-000065,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000065/0001577526-26-000065.txt
SIEBEL THOMAS M,CEO and Chairman of the Board,2026-06-12,2026-06-15,23570,10.92,257384.4,D,S,743559,True,True,True,0001577526-26-000060,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000060/0001577526-26-000060.txt
SIEBEL THOMAS M,CEO and Chairman of the Board,2026-06-11,2026-06-15,44767,0.0,0.0,A,M,767129,True,True,True,0001577526-26-000060,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000060/0001577526-26-000060.txt
SIEBEL THOMAS M,CEO and Chairman of the Board,2026-06-03,2026-06-03,6182053,0.0,0.0,D,G,722362,False,True,True,0001577526-26-000058,https://www.sec.gov/Archives/edgar/data/1577526/000157752626000058/0001577526-26-000058.txt
